_time,seq_nr,time_latency,ue_id
2024-04-02 15:22:03+00:00, 652, 349, ue01
2024-04-02 15:22:04+00:00, 653, 282, ue01
2024-04-02 15:22:05+00:00, 654, 421, ue01
2024-04-02 15:22:06+00:00, 655, 336, ue01
2024-04-02 15:22:08+00:00, 657, 424, ue01
2024-04-02 15:22:09+00:00, 658, 389, ue01
2024-04-02 15:22:10+00:00, 659, 382, ue01
2024-04-02 15:22:11+00:00, 660, 356, ue01
2024-04-02 15:22:12+00:00, 661, 369, ue01
2024-04-02 15:22:14+00:00, 663, 377, ue01
2024-04-02 15:22:15+00:00, 664, 389, ue01
2024-04-02 15:22:16+00:00, 665, 410, ue01
2024-04-02 15:22:18+00:00, 667, 383, ue01
2024-04-02 15:22:19+00:00, 668, 410, ue01
2024-04-02 15:22:20+00:00, 669, 314, ue01
2024-04-02 15:22:21+00:00, 670, 327, ue01
2024-04-02 15:22:23+00:00, 672, 353, ue01
2024-04-02 15:22:24+00:00, 673, 233, ue01
2024-04-02 15:22:25+00:00, 674, 384, ue01
2024-04-02 15:22:32+00:00, 681, 382, ue01
2024-04-02 15:22:33+00:00, 682, 389, ue01
2024-04-02 15:22:34+00:00, 683, 364, ue01
2024-04-02 15:22:35+00:00, 684, 334, ue01
2024-04-02 15:22:36+00:00, 685, 418, ue01
2024-04-02 15:22:37+00:00, 686, 377, ue01
2024-04-02 15:22:40+00:00, 689, 426, ue01
2024-04-02 15:22:43+00:00, 692, 329, ue01
2024-04-02 15:22:45+00:00, 694, 393, ue01
2024-04-02 15:22:46+00:00, 695, 389, ue01
2024-04-02 15:22:48+00:00, 697, 325, ue01
2024-04-02 15:22:50+00:00, 699, 393, ue01
2024-04-02 15:22:52+00:00, 701, 385, ue01
2024-04-02 15:22:53+00:00, 702, 376, ue01
2024-04-02 15:22:54+00:00, 703, 391, ue01
2024-04-02 15:22:56+00:00, 705, 386, ue01
2024-04-02 15:22:59+00:00, 708, 369, ue01
2024-04-02 15:23:01+00:00, 709, 418, ue01
2024-04-02 15:23:02+00:00, 711, 353, ue01
2024-04-02 15:23:05+00:00, 713, 433, ue01
2024-04-02 15:23:06+00:00, 714, 393, ue01
2024-04-02 15:23:07+00:00, 715, 396, ue01
2024-04-02 15:23:08+00:00, 716, 387, ue01
2024-04-02 15:23:09+00:00, 717, 395, ue01
2024-04-02 15:23:11+00:00, 719, 381, ue01
2024-04-02 15:23:12+00:00, 720, 373, ue01
2024-04-02 15:23:14+00:00, 722, 405, ue01
2024-04-02 15:23:16+00:00, 724, 393, ue01
2024-04-02 15:23:17+00:00, 725, 396, ue01
2024-04-02 15:23:21+00:00, 729, 313, ue01
2024-04-02 15:23:23+00:00, 731, 321, ue01
2024-04-02 15:23:24+00:00, 732, 376, ue01
2024-04-02 15:23:25+00:00, 733, 351, ue01
2024-04-02 15:23:29+00:00, 737, 348, ue01
2024-04-02 15:23:31+00:00, 739, 384, ue01
2024-04-02 15:23:33+00:00, 741, 317, ue01
2024-04-02 15:23:34+00:00, 742, 466, ue01
2024-04-02 15:23:36+00:00, 744, 388, ue01
2024-04-02 15:23:37+00:00, 745, 381, ue01
2024-04-02 15:23:38+00:00, 746, 383, ue01
2024-04-02 15:23:42+00:00, 750, 389, ue01
2024-04-02 15:23:43+00:00, 751, 312, ue01
2024-04-02 15:23:44+00:00, 752, 400, ue01
2024-04-02 15:23:45+00:00, 753, 392, ue01
2024-04-02 15:23:46+00:00, 754, 386, ue01
2024-04-02 15:23:47+00:00, 755, 388, ue01
2024-04-02 15:23:50+00:00, 758, 357, ue01
2024-04-02 15:23:51+00:00, 759, 391, ue01
2024-04-02 15:23:52+00:00, 760, 276, ue01
2024-04-02 15:23:53+00:00, 761, 239, ue01
2024-04-02 15:23:54+00:00, 762, 261, ue01
2024-04-02 15:23:56+00:00, 764, 411, ue01
2024-04-02 15:24:00+00:00, 768, 390, ue01
2024-04-02 15:24:01+00:00, 769, 394, ue01
2024-04-02 15:24:02+00:00, 770, 379, ue01
2024-04-02 15:24:03+00:00, 771, 393, ue01
2024-04-02 15:24:04+00:00, 772, 389, ue01
2024-04-02 15:24:05+00:00, 773, 395, ue01
2024-04-02 15:24:06+00:00, 774, 426, ue01
2024-04-02 15:24:09+00:00, 777, 386, ue01
2024-04-02 15:24:10+00:00, 778, 354, ue01
2024-04-02 15:24:11+00:00, 779, 394, ue01
2024-04-02 15:24:12+00:00, 780, 348, ue01
2024-04-02 15:24:13+00:00, 781, 362, ue01
2024-04-02 15:24:14+00:00, 782, 390, ue01
2024-04-02 15:24:15+00:00, 783, 394, ue01
2024-04-02 15:24:18+00:00, 786, 389, ue01
2024-04-02 15:24:19+00:00, 787, 389, ue01
2024-04-02 15:24:20+00:00, 788, 453, ue01
2024-04-02 15:24:21+00:00, 789, 402, ue01
2024-04-02 15:24:23+00:00, 791, 385, ue01
2024-04-02 15:24:24+00:00, 792, 390, ue01
2024-04-02 15:24:27+00:00, 795, 336, ue01
2024-04-02 15:24:28+00:00, 796, 423, ue01
2024-04-02 15:24:29+00:00, 797, 377, ue01
2024-04-02 15:24:33+00:00, 801, 526, ue01
2024-04-02 15:24:34+00:00, 802, 318, ue01
2024-04-02 15:24:35+00:00, 803, 361, ue01
2024-04-02 15:24:37+00:00, 805, 328, ue01
2024-04-02 15:24:38+00:00, 806, 357, ue01
2024-04-02 15:24:40+00:00, 808, 422, ue01
2024-04-02 15:24:41+00:00, 809, 392, ue01
2024-04-02 15:24:43+00:00, 811, 402, ue01
2024-04-02 15:24:46+00:00, 814, 357, ue01
2024-04-02 15:24:47+00:00, 815, 386, ue01
2024-04-02 15:24:48+00:00, 816, 415, ue01
2024-04-02 15:24:49+00:00, 817, 343, ue01
2024-04-02 15:24:50+00:00, 818, 366, ue01
2024-04-02 15:24:52+00:00, 820, 424, ue01
2024-04-02 15:24:53+00:00, 821, 392, ue01
2024-04-02 15:24:55+00:00, 823, 374, ue01
2024-04-02 15:24:56+00:00, 824, 387, ue01
2024-04-02 15:24:58+00:00, 826, 335, ue01
2024-04-02 15:24:59+00:00, 827, 368, ue01
2024-04-02 15:25:04+00:00, 832, 398, ue01
2024-04-02 15:25:05+00:00, 833, 267, ue01
2024-04-02 15:25:07+00:00, 835, 401, ue01
2024-04-02 15:25:08+00:00, 836, 351, ue01
2024-04-02 15:25:09+00:00, 837, 383, ue01
2024-04-02 15:25:10+00:00, 838, 328, ue01
2024-04-02 15:25:11+00:00, 839, 418, ue01
2024-04-02 15:25:13+00:00, 840, 457, ue01
2024-04-02 15:25:14+00:00, 842, 349, ue01
2024-04-02 15:25:16+00:00, 844, 393, ue01
2024-04-02 15:25:17+00:00, 845, 353, ue01
2024-04-02 15:25:19+00:00, 847, 375, ue01
2024-04-02 15:25:21+00:00, 848, 425, ue01
2024-04-02 15:25:23+00:00, 851, 338, ue01
2024-04-02 15:25:26+00:00, 853, 473, ue01
2024-04-02 15:25:27+00:00, 854, 377, ue01
2024-04-02 15:25:29+00:00, 856, 385, ue01
2024-04-02 15:25:31+00:00, 858, 497, ue01
2024-04-02 15:25:32+00:00, 859, 387, ue01
2024-04-02 15:25:33+00:00, 861, 164, ue01
2024-04-02 15:25:35+00:00, 862, 379, ue01
2024-04-02 15:25:36+00:00, 863, 408, ue01
2024-04-02 15:25:38+00:00, 865, 309, ue01
2024-04-02 15:25:40+00:00, 867, 300, ue01
2024-04-02 15:25:41+00:00, 868, 387, ue01
2024-04-02 15:25:45+00:00, 872, 373, ue01
2024-04-02 15:25:46+00:00, 873, 384, ue01
2024-04-02 15:25:49+00:00, 876, 275, ue01
2024-04-02 15:25:50+00:00, 877, 395, ue01
2024-04-02 15:25:51+00:00, 878, 385, ue01
2024-04-02 15:25:52+00:00, 879, 372, ue01
2024-04-02 15:25:53+00:00, 880, 438, ue01
2024-04-02 15:25:55+00:00, 882, 393, ue01
2024-04-02 15:25:57+00:00, 884, 337, ue01
2024-04-02 15:25:58+00:00, 885, 406, ue01
2024-04-02 15:25:59+00:00, 886, 306, ue01
2024-04-02 15:26:00+00:00, 887, 394, ue01
2024-04-02 15:26:01+00:00, 888, 381, ue01
2024-04-02 15:26:02+00:00, 889, 432, ue01
2024-04-02 15:26:04+00:00, 891, 406, ue01
2024-04-02 15:26:05+00:00, 892, 256, ue01
2024-04-02 15:26:07+00:00, 894, 269, ue01
2024-04-02 15:26:08+00:00, 895, 392, ue01
2024-04-02 15:26:09+00:00, 896, 411, ue01
2024-04-02 15:26:13+00:00, 900, 497, ue01
2024-04-02 15:26:16+00:00, 903, 329, ue01
2024-04-02 15:26:17+00:00, 904, 464, ue01
2024-04-02 15:26:18+00:00, 905, 386, ue01
2024-04-02 15:26:20+00:00, 907, 409, ue01
2024-04-02 15:26:21+00:00, 908, 397, ue01
2024-04-02 15:26:22+00:00, 909, 474, ue01
2024-04-02 15:26:23+00:00, 910, 344, ue01
2024-04-02 15:26:24+00:00, 911, 389, ue01
2024-04-02 15:26:25+00:00, 912, 393, ue01
2024-04-02 15:26:26+00:00, 913, 440, ue01
2024-04-02 15:26:28+00:00, 915, 388, ue01
2024-04-02 15:26:29+00:00, 916, 385, ue01
2024-04-02 15:26:32+00:00, 919, 385, ue01
2024-04-02 15:26:33+00:00, 920, 381, ue01
2024-04-02 15:26:34+00:00, 921, 293, ue01
2024-04-02 15:26:36+00:00, 923, 393, ue01
2024-04-02 15:26:37+00:00, 924, 389, ue01
2024-04-02 15:26:38+00:00, 925, 393, ue01
2024-04-02 15:26:39+00:00, 926, 381, ue01
2024-04-02 15:26:42+00:00, 929, 338, ue01
2024-04-02 15:26:43+00:00, 930, 221, ue01
2024-04-02 15:26:52+00:00, 939, 373, ue01
2024-04-02 15:26:53+00:00, 940, 389, ue01
2024-04-02 15:26:54+00:00, 941, 333, ue01
2024-04-02 15:26:56+00:00, 943, 424, ue01
2024-04-02 15:26:58+00:00, 945, 429, ue01
2024-04-02 15:27:02+00:00, 949, 305, ue01
2024-04-02 15:27:05+00:00, 952, 361, ue01
2024-04-02 15:27:08+00:00, 955, 430, ue01
2024-04-02 15:27:09+00:00, 956, 331, ue01
2024-04-02 15:27:10+00:00, 957, 391, ue01
2024-04-02 15:27:12+00:00, 959, 370, ue01
2024-04-02 15:27:14+00:00, 961, 366, ue01
2024-04-02 15:27:16+00:00, 963, 349, ue01
2024-04-02 15:27:18+00:00, 964, 439, ue01
2024-04-02 15:27:20+00:00, 967, 210, ue01
2024-04-02 15:27:22+00:00, 969, 333, ue01
2024-04-02 15:27:24+00:00, 970, 433, ue01
2024-04-02 15:27:25+00:00, 971, 372, ue01
2024-04-02 15:27:26+00:00, 972, 372, ue01
2024-04-02 15:27:27+00:00, 973, 456, ue01
2024-04-02 15:27:32+00:00, 978, 433, ue01
2024-04-02 15:27:34+00:00, 980, 340, ue01
2024-04-02 15:27:35+00:00, 981, 435, ue01
2024-04-02 15:27:36+00:00, 982, 578, ue01
2024-04-02 15:27:37+00:00, 983, 379, ue01
2024-04-02 15:27:39+00:00, 985, 439, ue01
2024-04-02 15:27:40+00:00, 986, 393, ue01
2024-04-02 15:27:41+00:00, 987, 383, ue01
2024-04-02 15:27:42+00:00, 988, 300, ue01
2024-04-02 15:27:44+00:00, 990, 372, ue01
2024-04-02 15:27:45+00:00, 991, 371, ue01
2024-04-02 15:27:46+00:00, 992, 498, ue01
2024-04-02 15:27:47+00:00, 993, 301, ue01
2024-04-02 15:27:48+00:00, 994, 366, ue01
2024-04-02 15:27:49+00:00, 995, 391, ue01
2024-04-02 15:27:50+00:00, 996, 388, ue01
2024-04-02 15:27:52+00:00, 998, 381, ue01
2024-04-02 15:27:54+00:00, 1000, 393, ue01
2024-04-02 15:27:55+00:00, 1001, 389, ue01
2024-04-02 15:27:56+00:00, 1002, 382, ue01
2024-04-02 15:27:57+00:00, 1003, 406, ue01
2024-04-02 15:28:00+00:00, 1006, 521, ue01
2024-04-02 15:28:01+00:00, 1007, 313, ue01
2024-04-02 15:28:02+00:00, 1008, 424, ue01
2024-04-02 15:28:03+00:00, 1009, 324, ue01
2024-04-02 15:28:04+00:00, 1010, 386, ue01
2024-04-02 15:28:06+00:00, 1012, 393, ue01
2024-04-02 15:28:07+00:00, 1013, 308, ue01
2024-04-02 15:28:08+00:00, 1014, 387, ue01
2024-04-02 15:28:09+00:00, 1015, 385, ue01
2024-04-02 15:28:10+00:00, 1016, 287, ue01
2024-04-02 15:28:11+00:00, 1017, 377, ue01
2024-04-02 15:28:12+00:00, 1018, 248, ue01
2024-04-02 15:28:13+00:00, 1019, 432, ue01
2024-04-02 15:28:14+00:00, 1020, 431, ue01
2024-04-02 15:28:15+00:00, 1021, 484, ue01
2024-04-02 15:28:16+00:00, 1022, 447, ue01
2024-04-02 15:28:17+00:00, 1023, 461, ue01
2024-04-02 15:28:18+00:00, 1024, 343, ue01
2024-04-02 15:28:20+00:00, 1026, 293, ue01
2024-04-02 15:28:21+00:00, 1027, 358, ue01
2024-04-02 15:28:22+00:00, 1028, 316, ue01
2024-04-02 15:28:23+00:00, 1029, 310, ue01
2024-04-02 15:28:25+00:00, 1031, 298, ue01
2024-04-02 15:28:26+00:00, 1032, 358, ue01
2024-04-02 15:28:27+00:00, 1033, 498, ue01
2024-04-02 15:28:28+00:00, 1034, 495, ue01
2024-04-02 15:28:29+00:00, 1035, 266, ue01
2024-04-02 15:28:30+00:00, 1036, 129, ue01
2024-04-02 15:28:31+00:00, 1037, 284, ue01
2024-04-02 15:28:32+00:00, 1038, 551, ue01
2024-04-02 15:28:33+00:00, 1039, 593, ue01
2024-04-02 15:28:34+00:00, 1040, 430, ue01
2024-04-02 15:28:35+00:00, 1041, 439, ue01
2024-04-02 15:28:36+00:00, 1042, 248, ue01
2024-04-02 15:28:37+00:00, 1043, 252, ue01
2024-04-02 15:28:38+00:00, 1044, 232, ue01
2024-04-02 15:28:39+00:00, 1045, 206, ue01
2024-04-02 15:28:40+00:00, 1046, 399, ue01
2024-04-02 15:28:41+00:00, 1047, 348, ue01
2024-04-02 15:28:42+00:00, 1048, 225, ue01
2024-04-02 15:28:43+00:00, 1049, 505, ue01
2024-04-02 15:28:44+00:00, 1050, 345, ue01
2024-04-02 15:28:45+00:00, 1051, 371, ue01
2024-04-02 15:28:46+00:00, 1052, 488, ue01
2024-04-02 15:28:47+00:00, 1053, 501, ue01
2024-04-02 15:28:48+00:00, 1054, 469, ue01
2024-04-02 15:28:49+00:00, 1055, 268, ue01
2024-04-02 15:28:50+00:00, 1056, 173, ue01
2024-04-02 15:28:51+00:00, 1057, 148, ue01
2024-04-02 15:28:52+00:00, 1058, 440, ue01
2024-04-02 15:28:53+00:00, 1059, 283, ue01
2024-04-02 15:28:54+00:00, 1060, 353, ue01
2024-04-02 15:28:56+00:00, 1062, 246, ue01
2024-04-02 15:28:57+00:00, 1063, 238, ue01
2024-04-02 15:28:58+00:00, 1064, 310, ue01
2024-04-02 15:28:59+00:00, 1065, 582, ue01
2024-04-02 15:29:00+00:00, 1066, 204, ue01
2024-04-02 15:29:01+00:00, 1067, 311, ue01
2024-04-02 15:29:02+00:00, 1068, 123, ue01
2024-04-02 15:29:03+00:00, 1069, 38.7, ue01
2024-04-02 15:29:04+00:00, 1070, 351, ue01
2024-04-02 15:29:05+00:00, 1071, 383, ue01
2024-04-02 15:29:07+00:00, 1073, 382, ue01
2024-04-02 15:29:08+00:00, 1074, 386, ue01
2024-04-02 15:29:10+00:00, 1076, 389, ue01
2024-04-02 15:29:11+00:00, 1077, 386, ue01
2024-04-02 15:29:13+00:00, 1079, 331, ue01
2024-04-02 15:29:14+00:00, 1080, 315, ue01
2024-04-02 15:29:15+00:00, 1081, 386, ue01
2024-04-02 15:29:16+00:00, 1082, 487, ue01
2024-04-02 15:29:18+00:00, 1084, 277, ue01
2024-04-02 15:29:20+00:00, 1086, 185, ue01
2024-04-02 15:29:21+00:00, 1087, 293, ue01
2024-04-02 15:29:22+00:00, 1088, 382, ue01
2024-04-02 15:29:24+00:00, 1090, 548, ue01
2024-04-02 15:29:25+00:00, 1091, 307, ue01
2024-04-02 15:29:30+00:00, 1096, 254, ue01
2024-04-02 15:29:31+00:00, 1097, 361, ue01
2024-04-02 15:29:34+00:00, 1100, 276, ue01
2024-04-02 15:29:35+00:00, 1101, 392, ue01
2024-04-02 15:29:37+00:00, 1103, 376, ue01
2024-04-02 15:29:38+00:00, 1104, 349, ue01
2024-04-02 15:29:39+00:00, 1105, 289, ue01
2024-04-02 15:29:41+00:00, 1107, 269, ue01
2024-04-02 15:29:42+00:00, 1108, 388, ue01
2024-04-02 15:29:43+00:00, 1109, 336, ue01
2024-04-02 15:29:44+00:00, 1110, 321, ue01
2024-04-02 15:29:45+00:00, 1111, 411, ue01
2024-04-02 15:29:46+00:00, 1112, 349, ue01
2024-04-02 15:29:47+00:00, 1113, 274, ue01
2024-04-02 15:29:50+00:00, 1116, 386, ue01
2024-04-02 15:29:52+00:00, 1118, 304, ue01
2024-04-02 15:29:54+00:00, 1120, 390, ue01
2024-04-02 15:29:56+00:00, 1122, 326, ue01
2024-04-02 15:29:57+00:00, 1123, 378, ue01
2024-04-02 15:29:58+00:00, 1124, 401, ue01
2024-04-02 15:29:59+00:00, 1125, 374, ue01
2024-04-02 15:30:01+00:00, 1127, 414, ue01
2024-04-02 15:30:05+00:00, 1131, 364, ue01
2024-04-02 15:30:06+00:00, 1132, 400, ue01
2024-04-02 15:30:08+00:00, 1134, 390, ue01
2024-04-02 15:30:11+00:00, 1137, 309, ue01
2024-04-02 15:30:12+00:00, 1138, 271, ue01
2024-04-02 15:30:13+00:00, 1139, 133, ue01
2024-04-02 15:30:14+00:00, 1140, 319, ue01
2024-04-02 15:30:17+00:00, 1143, 381, ue01
2024-04-02 15:30:19+00:00, 1145, 183, ue01
2024-04-02 15:30:20+00:00, 1146, 370, ue01
2024-04-02 15:30:21+00:00, 1147, 224, ue01
2024-04-02 15:30:23+00:00, 1149, 307, ue01
2024-04-02 15:30:24+00:00, 1150, 396, ue01
2024-04-02 15:30:25+00:00, 1151, 410, ue01
2024-04-02 15:30:27+00:00, 1153, 256, ue01
2024-04-02 15:30:28+00:00, 1154, 97.5, ue01
2024-04-02 15:30:29+00:00, 1155, 117, ue01
2024-04-02 15:30:30+00:00, 1156, 115, ue01
2024-04-02 15:30:31+00:00, 1157, 317, ue01
2024-04-02 15:30:32+00:00, 1158, 96.0, ue01
2024-04-02 15:30:33+00:00, 1159, 117, ue01
2024-04-02 15:30:34+00:00, 1160, 253, ue01
2024-04-02 15:30:35+00:00, 1161, 124, ue01
2024-04-02 15:30:36+00:00, 1162, 82.9, ue01
2024-04-02 15:30:37+00:00, 1163, 36.5, ue01
2024-04-02 15:30:38+00:00, 1164, 79.1, ue01
2024-04-02 15:30:39+00:00, 1165, 87.7, ue01
2024-04-02 15:30:40+00:00, 1166, 63.4, ue01
2024-04-02 15:30:41+00:00, 1167, 270, ue01
2024-04-02 15:30:42+00:00, 1168, 120, ue01
2024-04-02 15:30:43+00:00, 1169, 76.9, ue01
2024-04-02 15:30:44+00:00, 1170, 319, ue01
2024-04-02 15:30:45+00:00, 1171, 150, ue01
2024-04-02 15:30:46+00:00, 1172, 186, ue01
2024-04-02 15:30:47+00:00, 1173, 156, ue01
2024-04-02 15:30:48+00:00, 1174, 218, ue01
2024-04-02 15:30:49+00:00, 1175, 219, ue01
2024-04-02 15:30:50+00:00, 1176, 28.6, ue01
2024-04-02 15:30:51+00:00, 1177, 240, ue01
2024-04-02 15:30:52+00:00, 1178, 193, ue01
2024-04-02 15:30:53+00:00, 1179, 190, ue01
2024-04-02 15:30:54+00:00, 1180, 119, ue01
2024-04-02 15:30:55+00:00, 1181, 213, ue01
2024-04-02 15:30:56+00:00, 1182, 196, ue01
2024-04-02 15:30:58+00:00, 1184, 157, ue01
2024-04-02 15:30:59+00:00, 1185, 91.4, ue01
2024-04-02 15:31:00+00:00, 1186, 173, ue01
2024-04-02 15:31:01+00:00, 1187, 99.8, ue01
2024-04-02 15:31:02+00:00, 1188, 191, ue01
2024-04-02 15:31:03+00:00, 1189, 61.0, ue01
2024-04-02 15:31:04+00:00, 1190, 265, ue01
2024-04-02 15:31:05+00:00, 1191, 269, ue01
2024-04-02 15:31:06+00:00, 1192, 151, ue01
2024-04-02 15:31:07+00:00, 1193, 170, ue01
2024-04-02 15:31:08+00:00, 1194, 287, ue01
2024-04-02 15:31:09+00:00, 1195, 69.8, ue01
2024-04-02 15:31:10+00:00, 1196, 111, ue01
2024-04-02 15:31:11+00:00, 1197, 117, ue01
2024-04-02 15:31:12+00:00, 1198, 154, ue01
2024-04-02 15:31:13+00:00, 1199, 121, ue01
2024-04-02 15:31:14+00:00, 1200, 151, ue01
2024-04-02 15:31:15+00:00, 1201, 283, ue01
2024-04-02 15:31:16+00:00, 1202, 170, ue01
2024-04-02 15:31:17+00:00, 1203, 265, ue01
2024-04-02 15:31:18+00:00, 1204, 70.7, ue01
2024-04-02 15:31:19+00:00, 1205, 245, ue01
2024-04-02 15:31:20+00:00, 1206, 320, ue01
2024-04-02 15:31:21+00:00, 1207, 77.4, ue01
2024-04-02 15:31:22+00:00, 1208, 312, ue01
2024-04-02 15:31:23+00:00, 1209, 194, ue01
2024-04-02 15:31:25+00:00, 1210, 557, ue01
2024-04-02 15:31:26+00:00, 1212, 286, ue01
2024-04-02 15:31:28+00:00, 1214, 230, ue01
2024-04-02 15:31:29+00:00, 1215, 109, ue01
2024-04-02 15:31:31+00:00, 1217, 56.6, ue01
2024-04-02 15:31:32+00:00, 1218, 178, ue01
2024-04-02 15:31:33+00:00, 1219, 78.9, ue01
2024-04-02 15:31:35+00:00, 1220, 349, ue01
2024-04-02 15:31:36+00:00, 1222, 268, ue01
2024-04-02 15:31:37+00:00, 1223, 79.3, ue01
2024-04-02 15:31:38+00:00, 1224, 138, ue01
2024-04-02 15:31:39+00:00, 1225, 217, ue01
2024-04-02 15:31:40+00:00, 1226, 178, ue01
2024-04-02 15:31:41+00:00, 1227, 176, ue01
2024-04-02 15:31:42+00:00, 1228, 61.0, ue01
2024-04-02 15:31:43+00:00, 1229, 219, ue01
2024-04-02 15:31:44+00:00, 1230, 137, ue01
2024-04-02 15:31:45+00:00, 1231, 96.5, ue01
2024-04-02 15:31:46+00:00, 1232, 26.8, ue01
2024-04-02 15:31:47+00:00, 1233, 191, ue01
2024-04-02 15:31:48+00:00, 1234, 164, ue01
2024-04-02 15:31:49+00:00, 1235, 121, ue01
2024-04-02 15:31:50+00:00, 1236, 87.7, ue01
2024-04-02 15:31:51+00:00, 1237, 139, ue01
2024-04-02 15:31:52+00:00, 1238, 97.0, ue01
2024-04-02 15:31:53+00:00, 1239, 39.2, ue01
2024-04-02 15:31:54+00:00, 1240, 86.8, ue01
2024-04-02 15:31:55+00:00, 1241, 140, ue01
2024-04-02 15:31:56+00:00, 1242, 113, ue01
2024-04-02 15:31:58+00:00, 1244, 234, ue01
2024-04-02 15:31:59+00:00, 1245, 169, ue01
2024-04-02 15:32:00+00:00, 1246, 120, ue01
2024-04-02 15:32:01+00:00, 1247, 178, ue01
2024-04-02 15:32:02+00:00, 1248, 69.3, ue01
2024-04-02 15:32:03+00:00, 1249, 126, ue01
2024-04-02 15:32:04+00:00, 1250, 220, ue01
2024-04-02 15:32:06+00:00, 1252, 35.7, ue01
2024-04-02 15:32:07+00:00, 1253, 31.6, ue01
2024-04-02 15:32:09+00:00, 1255, 167, ue01
2024-04-02 15:32:10+00:00, 1256, 149, ue01
2024-04-02 15:32:11+00:00, 1257, 161, ue01
2024-04-02 15:32:12+00:00, 1258, 269, ue01
2024-04-02 15:32:13+00:00, 1259, 130, ue01
2024-04-02 15:32:14+00:00, 1260, 43.9, ue01
2024-04-02 15:32:16+00:00, 1261, 333, ue01
2024-04-02 15:32:17+00:00, 1263, 153, ue01
2024-04-02 15:32:18+00:00, 1264, 215, ue01
2024-04-02 15:32:19+00:00, 1265, 106, ue01
2024-04-02 15:32:20+00:00, 1266, 253, ue01
2024-04-02 15:32:21+00:00, 1267, 214, ue01
2024-04-02 15:32:22+00:00, 1268, 142, ue01
2024-04-02 15:32:23+00:00, 1269, 103, ue01
2024-04-02 15:32:25+00:00, 1271, 34.4, ue01
2024-04-02 15:32:26+00:00, 1272, 89.2, ue01
2024-04-02 15:32:27+00:00, 1273, 117, ue01
2024-04-02 15:32:28+00:00, 1274, 167, ue01
2024-04-02 15:32:29+00:00, 1275, 167, ue01
2024-04-02 15:32:30+00:00, 1276, 40.9, ue01
2024-04-02 15:32:31+00:00, 1277, 26.8, ue01
2024-04-02 15:32:32+00:00, 1278, 103, ue01
2024-04-02 15:32:33+00:00, 1279, 103, ue01
2024-04-02 15:32:34+00:00, 1280, 46.4, ue01
2024-04-02 15:32:35+00:00, 1281, 62.9, ue01
2024-04-02 15:32:36+00:00, 1282, 40.6, ue01
2024-04-02 15:32:37+00:00, 1283, 78.5, ue01
2024-04-02 15:32:38+00:00, 1284, 175, ue01
2024-04-02 15:32:39+00:00, 1285, 112, ue01
2024-04-02 15:32:40+00:00, 1286, 71.6, ue01
2024-04-02 15:32:41+00:00, 1287, 31.3, ue01
2024-04-02 15:32:42+00:00, 1288, 27.7, ue01
2024-04-02 15:32:43+00:00, 1289, 161, ue01
2024-04-02 15:32:44+00:00, 1290, 99.4, ue01
2024-04-02 15:32:45+00:00, 1291, 120, ue01
2024-04-02 15:32:46+00:00, 1292, 23.1, ue01
2024-04-02 15:32:47+00:00, 1293, 72.9, ue01
2024-04-02 15:32:48+00:00, 1294, 80.7, ue01
2024-04-02 15:32:49+00:00, 1295, 108, ue01
2024-04-02 15:32:50+00:00, 1296, 38.4, ue01
2024-04-02 15:32:51+00:00, 1297, 81.4, ue01
2024-04-02 15:32:52+00:00, 1298, 126, ue01
2024-04-02 15:32:53+00:00, 1299, 48.5, ue01
2024-04-02 15:32:54+00:00, 1300, 81.5, ue01
2024-04-02 15:32:55+00:00, 1301, 56.5, ue01
2024-04-02 15:32:56+00:00, 1302, 121, ue01
2024-04-02 15:32:57+00:00, 1303, 52.8, ue01
2024-04-02 15:32:58+00:00, 1304, 86.5, ue01
